Clave,Nombre,Clave,Nombre,pop,marg,marg_cat
12,Guerrero,12062,Tlacoachistlahuaca,22771,2.11092,Muy alto
12,Guerrero,12063,Tlacoapa,9753,2.71332,Bajo
12,Guerrero,12064,Tlalchapa,12404,-0.36158,Alto
12,Guerrero,12065,Tlalixtaquilla de Maldonado,7407,0.62901,Alto
12,Guerrero,12066,Tlapa de Comonfort,87967,0.56473,Medio
12,Guerrero,12067,Tlapehuala,21995,-0.10153,Medio
12,Guerrero,12068,La Unión de Isidoro Montes de Oca,26432,-0.03443,Muy alto
12,Guerrero,12069,Xalpatláhuac,11726,1.89304,Medio
12,Guerrero,12070,Xochihuehuetlán,7201,0.30794,Muy alto
12,Guerrero,12071,Xochistlahuaca,28839,2.17134,Muy alto
12,Guerrero,12072,Zapotitlán Tablas,11221,2.29671,Alto
12,Guerrero,12073,Zirándaro,18206,0.83755,Muy alto
12,Guerrero,12074,Zitlala,22721,1.81995,Medio
12,Guerrero,12075,Eduardo Neri,51316,0.16215,Muy alto
12,Guerrero,12076,Acatepec,36449,2.91395,Medio
12,Guerrero,12077,Marquelia,13730,0.20427,Muy alto
12,Guerrero,12078,Cochoapa el Grande,18458,4.17875,Muy alto
12,Guerrero,12079,José Joaquin de Herrera,17661,2.85551,Alto
12,Guerrero,12080,Juchitán,7576,0.54543,Alto
12,Guerrero,12081,Iliatenco,11114,1.22391,Medio
13,Hidalgo,13001,Acatlán,21044,-0.12272,Alto
13,Hidalgo,13002,Acaxochitlán,43774,0.58409,Bajo
13,Hidalgo,13003,Actopan,56429,-0.90142,Medio
13,Hidalgo,13004,Agua Blanca de Iturbide,9116,0.20794,Bajo
13,Hidalgo,13005,Ajacuba,18320,-0.6842,Medio
13,Hidalgo,13006,Alfajayucan,20332,-0.18783,Bajo
13,Hidalgo,13007,Almoloya,12410,-0.50553,Bajo
13,Hidalgo,13008,Apan,44576,-0.94683,Bajo
13,Hidalgo,13009,El Arenal,18807,-0.69291,Muy bajo
13,Hidalgo,13010,Atitalaquia,29683,-1.08309,Alto
13,Hidalgo,13011,Atlapexco,19902,0.52582,Medio
13,Hidalgo,13012,Atotonilco el Grande,27433,-0.20181,Muy bajo
13,Hidalgo,13013,Atotonilco de Tula,38564,-1.14568,Medio
13,Hidalgo,13014,Calnali,17163,0.2071,Medio
13,Hidalgo,13015,Cardonal,18347,-0.1703,Bajo
13,Hidalgo,13016,Cuautepec de Hinojosa,58301,-0.43071,Medio
13,Hidalgo,13017,Chapantongo,13789,0.12952,Medio
13,Hidalgo,13018,Chapulhuacán,23961,0.05026,Medio
13,Hidalgo,13019,Chilcuautla,18169,-0.27466,Medio
13,Hidalgo,13020,Eloxochitlán,2667,-0.24393,Muy bajo
13,Hidalgo,13021,Emiliano Zapata,14825,-1.11917,Bajo
13,Hidalgo,13022,Epazoyucan,14693,-0.94348,Bajo
13,Hidalgo,13023,Francisco I. Madero,35872,-0.87326,Medio
13,Hidalgo,13024,Huasca de Ocampo,17728,-0.30418,Alto
13,Hidalgo,13025,Huautla,21244,0.74224,Alto
13,Hidalgo,13026,Huazalingo,13986,0.59012,Alto
13,Hidalgo,13027,Huehuetla,25989,1.50157,Medio
13,Hidalgo,13028,Huejutla de Reyes,129919,-0.10919,Bajo
13,Hidalgo,13029,Huichapan,45959,-0.65917,Bajo
13,Hidalgo,13030,Ixmiquilpan,93502,-0.64544,Medio
13,Hidalgo,13031,Jacala de Ledezma,13399,-0.17688,Medio
13,Hidalgo,13032,Jaltocán,11818,0.04016,Medio
13,Hidalgo,13033,Juárez Hidalgo,3108,-0.07683,Alto
13,Hidalgo,13034,Lolotla,9461,0.43146,Bajo
13,Hidalgo,13035,Metepec,11801,-0.56318,Bajo
13,Hidalgo,13036,San Agustín Metzquititlán,9437,-0.38807,Medio
13,Hidalgo,13037,Metztitlán,20111,0.063,Medio
13,Hidalgo,13038,Mineral del Chico,9028,0.03903,Bajo
13,Hidalgo,13039,Mineral del Monte,14640,-0.95549,Alto
13,Hidalgo,13040,La Misión,10139,0.84956,Bajo
13,Hidalgo,13041,Mixquiahuala de Juárez,46224,-0.89819,Medio
13,Hidalgo,13042,Molango de Escamilla,11587,-0.21135,Alto
13,Hidalgo,13043,Nicolás Flores,7031,0.57235,Medio
13,Hidalgo,13044,Nopala de Villagrán,16896,-0.23694,Bajo
13,Hidalgo,13045,Omitlán de Juárez,9636,-0.34623,Medio
13,Hidalgo,13046,San Felipe Orizatlán,38952,0.06021,Medio
13,Hidalgo,13047,Pacula,5139,0.10437,Muy bajo
13,Hidalgo,13048,Pachuca de Soto,277375,-1.33319,Alto
13,Hidalgo,13049,Pisaflores,17379,0.56748,Muy bajo
13,Hidalgo,13050,Progreso de Obregón,23451,-1.01274,Muy bajo
13,Hidalgo,13051,Mineral de la Reforma,150176,-1.39248,Bajo
13,Hidalgo,13052,San Agustín Tlaxiaca,36079,-0.77633,Alto
13,Hidalgo,13053,San Bartolo Tutotepec,18986,1.27173,Bajo
13,Hidalgo,13054,San Salvador,35547,-0.68708,Bajo
13,Hidalgo,13055,Santiago de Anaya,17032,-0.48631,Bajo
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,37292,-0.93823,Medio
13,Hidalgo,13057,Singuilucan,16235,-0.21884,Bajo
13,Hidalgo,13058,Tasquillo,16403,-0.37788,Medio
13,Hidalgo,13059,Tecozautla,37674,-0.13554,Medio
13,Hidalgo,13060,Tenango de Doria,18766,0.34725,Muy bajo
13,Hidalgo,13061,Tepeapulco,54373,-1.25164,Alto
13,Hidalgo,13062,Tepehuacán de Guerrero,30750,1.20345,Bajo
13,Hidalgo,13063,Tepeji del Río de Ocampo,87442,-0.91064,Bajo
13,Hidalgo,13064,Tepetitlán,10932,-0.50033,Bajo
13,Hidalgo,13065,Tetepango,11624,-0.83166,Bajo
13,Hidalgo,13066,Villa de Tezontepec,12413,-0.96198,Bajo
13,Hidalgo,13067,Tezontepec de Aldama,53009,-0.49678,Alto
13,Hidalgo,13068,Tianguistengo,15122,0.88121,Muy bajo
13,Hidalgo,13069,Tizayuca,119442,-1.28381,Bajo
13,Hidalgo,13070,Tlahuelilpan,19389,-0.77353,Alto
13,Hidalgo,13071,Tlahuiltepa,10376,0.42738,Muy bajo
13,Hidalgo,13072,Tlanalapa,10342,-1.19164,Alto
13,Hidalgo,13073,Tlanchinol,39772,0.51912,Bajo
13,Hidalgo,13074,Tlaxcoapan,28490,-0.78013,Muy bajo
13,Hidalgo,13075,Tolcayuca,16733,-1.12055,Muy bajo
13,Hidalgo,13076,Tula de Allende,109093,-1.10688,Bajo
13,Hidalgo,13077,Tulancingo de Bravo,161069,-0.9234,Alto
13,Hidalgo,13078,Xochiatipan,19752,1.48978,Medio
13,Hidalgo,13079,Xochicoatlán,7706,-0.01576,Alto
13,Hidalgo,13080,Yahualica,24173,1.34327,Bajo
13,Hidalgo,13081,Zacualtipán de Ángeles,34720,-0.56641,Bajo
13,Hidalgo,13082,Zapotlán de Juárez,18748,-0.98463,Muy bajo
13,Hidalgo,13083,Zempoala,45382,-1.02654,Bajo
13,Hidalgo,13084,Zimapán,40201,-0.46762,Bajo
14,Jalisco,14001,Acatic,21530,-0.75803,Muy bajo
14,Jalisco,14002,Acatlán de Juárez,22261,-1.11753,Muy bajo
14,Jalisco,14003,Ahualulco de Mercado,23362,-1.24455,Bajo
14,Jalisco,14004,Amacueca,5385,-0.92067,Muy bajo
14,Jalisco,14005,Amatitán,15344,-1.24883,Muy bajo
14,Jalisco,14006,Ameca,60951,-1.1052,Bajo
14,Jalisco,14007,San Juanito de Escobedo,9420,-1.00579,Bajo
14,Jalisco,14008,Arandas,77116,-0.92853,Muy bajo
14,Jalisco,14009,El Arenal,19900,-1.16179,Medio
14,Jalisco,14010,Atemajac de Brizuela,6717,-0.2895,Bajo
14,Jalisco,14011,Atengo,5475,-0.49499,Bajo
14,Jalisco,14012,Atenguillo,3899,-0.97836,Bajo
14,Jalisco,14013,Atotonilco el Alto,60480,-0.89779,Bajo
14,Jalisco,14014,Atoyac,8264,-0.56398,Muy bajo
14,Jalisco,14015,Autlán de Navarro,60572,-1.05446,Bajo
14,Jalisco,14016,Ayotlán,37963,-0.72213,Bajo
14,Jalisco,14017,Ayutla,12453,-0.83373,Bajo
14,Jalisco,14018,La Barca,65055,-0.96684,Muy alto
14,Jalisco,14019,Bolaños,7341,2.45229,Bajo
14,Jalisco,14020,Cabo Corrientes,10303,-0.50034,Bajo
14,Jalisco,14021,Casimiro Castillo,21584,-0.76351,Bajo
14,Jalisco,14022,Cihuatlán,41300,-0.77372,Muy bajo
14,Jalisco,14023,Zapotlán el Grande,105423,-1.2745,Muy bajo
14,Jalisco,14024,Cocula,26687,-1.02924,Muy bajo
14,Jalisco,14025,Colotlán,17865,-1.13635,Bajo
14,Jalisco,14026,Concepción de Buenos Aires,6088,-0.69812,Alto
14,Jalisco,14027,Cuautitlán de García Barragán,18138,0.58834,Bajo
14,Jalisco,14028,Cuautla,2120,-0.708,Bajo
14,Jalisco,14029,Cuquío,17980,-0.48288,Muy bajo
14,Jalisco,14030,Chapala,50738,-1.1877,Alto
14,Jalisco,14031,Chimaltitán,3383,0.80507,Bajo
14,Jalisco,14032,Chiquilistlán,6102,-0.46733,Bajo
14,Jalisco,14033,Degollado,21479,-0.75401,Bajo
14,Jalisco,14034,Ejutla,1862,-0.86402,Bajo
14,Jalisco,14035,Encarnación de Díaz,53555,-0.8905,Muy bajo
14,Jalisco,14036,Etzatlán,19847,-1.17698,Muy bajo
14,Jalisco,14037,El Grullo,24312,-1.18293,Bajo
14,Jalisco,14038,Guachinango,4184,-0.73155,Muy bajo
14,Jalisco,14039,Guadalajara,1460148,-1.4429,Bajo
14,Jalisco,14040,Hostotipaquillo,9761,-0.61889,Bajo
14,Jalisco,14041,Huejúcar,5633,-0.92311,Medio
14,Jalisco,14042,Huejuquilla el Alto,8787,-0.20084,Bajo
14,Jalisco,14043,La Huerta,24563,-0.75429,Muy bajo
14,Jalisco,14044,Ixtlahuacán de los Membrillos,53045,-1.10744,Bajo
14,Jalisco,14045,Ixtlahuacán del Río,19070,-0.69169,Bajo
14,Jalisco,14046,Jalostotitlán,33777,-0.89865,Muy bajo
14,Jalisco,14047,Jamay,24753,-1.03875,Bajo
14,Jalisco,14048,Jesús María,19469,-0.54716,Medio
14,Jalisco,14049,Jilotlán de los Dolores,9917,-0.19258,Bajo
14,Jalisco,14050,Jocotepec,46521,-0.76872,Muy bajo
14,Jalisco,14051,Juanacatlán,17955,-1.15543,Bajo
14,Jalisco,14052,Juchitlán,5638,-0.85095,Bajo
14,Jalisco,14053,Lagos de Moreno,164981,-0.92841,Muy bajo
14,Jalisco,14054,El Limón,5379,-1.04849,Bajo
14,Jalisco,14055,Magdalena,22643,-0.95076,Alto
14,Jalisco,14056,Santa María del Oro,2028,0.35704,Bajo
14,Jalisco,14057,La Manzanilla de la Paz,3688,-0.92584,Bajo
14,Jalisco,14058,Mascota,14477,-0.97093,Bajo
14,Jalisco,14059,Mazamitla,13799,-0.74779,Bajo
14,Jalisco,14060,Mexticacán,5088,-0.71307,Muy alto
14,Jalisco,14061,Mezquitic,19452,3.07036,Bajo
14,Jalisco,14062,Mixtlán,3526,-0.78102,Muy bajo
14,Jalisco,14063,Ocotlán,99461,-1.09793,Bajo
14,Jalisco,14064,Ojuelos de Jalisco,32357,-0.56012,Bajo
14,Jalisco,14065,Pihuamo,11192,-0.50553,Bajo
14,Jalisco,14066,Poncitlán,51944,-0.62452,Muy bajo
14,Jalisco,14067,Puerto Vallarta,275640,-1.25962,Bajo
14,Jalisco,14068,Villa Purificación,10704,-0.39076,Medio
14,Jalisco,14069,Quitupan,8379,-0.28868,Muy bajo
14,Jalisco,14070,El Salto,183437,-1.04494,Bajo
14,Jalisco,14071,San Cristóbal de la Barranca,3117,-0.51097,Bajo
14,Jalisco,14072,San Diego de Alejandría,7349,-0.63869,Muy bajo
14,Jalisco,14073,San Juan de los Lagos,69725,-1.02552,Bajo
14,Jalisco,14074,San Julián,15890,-0.94646,Muy bajo
14,Jalisco,14075,San Marcos,3783,-1.06713,Bajo
14,Jalisco,14076,San Martín de Bolaños,3122,-0.3604,Muy bajo
14,Jalisco,14077,San Martín Hidalgo,27777,-1.0272,Bajo
14,Jalisco,14078,San Miguel el Alto,32960,-0.86007,Bajo
14,Jalisco,14079,Gómez Farías,14278,-0.79056,Bajo
14,Jalisco,14080,San Sebastián del Oeste,5643,-0.76116,Bajo
14,Jalisco,14081,Santa María de los Ángeles,3033,-0.72298,Muy bajo
14,Jalisco,14082,Sayula,36778,-1.04554,Muy bajo
14,Jalisco,14083,Tala,80365,-1.07227,Bajo
14,Jalisco,14084,Talpa de Allende,15126,-0.77739,Bajo
14,Jalisco,14085,Tamazula de Gordiano,38396,-0.83885,Bajo
14,Jalisco,14086,Tapalpa,19506,-0.47019,Bajo
14,Jalisco,14087,Tecalitlán,16579,-0.59483,Bajo
14,Jalisco,14088,Tecolotlán,17257,-0.99258,Bajo
14,Jalisco,14089,Techaluta de Montenegro,3703,-0.87346,Bajo
14,Jalisco,14090,Tenamaxtlán,7005,-0.99982,Bajo
14,Jalisco,14091,Teocaltiche,41278,-0.84647,Bajo
14,Jalisco,14092,Teocuitatlán de Corona,10317,-0.69257,Muy bajo
14,Jalisco,14093,Tepatitlán de Morelos,141322,-1.09021,Muy bajo
14,Jalisco,14094,Tequila,42009,-1.07475,Muy bajo
14,Jalisco,14095,Teuchitlán,9608,-1.09715,Bajo
14,Jalisco,14096,Tizapán el Alto,20961,-0.69744,Muy bajo
14,Jalisco,14097,Tlajomulco de Zúñiga,549442,-1.25764,Muy bajo
14,Jalisco,14098,Tlaquepaque,664193,-1.17147,Medio
14,Jalisco,14099,Tolimán,10310,-0.29251,Bajo
14,Jalisco,14100,Tomatlán,35824,-0.49253,Muy bajo
14,Jalisco,14101,Tonalá,536111,-1.20785,Muy bajo
14,Jalisco,14102,Tonaya,5960,-1.0653,Bajo
14,Jalisco,14103,Tonila,7919,-0.89922,Bajo
14,Jalisco,14104,Totatiche,4412,-0.69798,Bajo
14,Jalisco,14105,Tototlán,23171,-0.86736,Bajo
14,Jalisco,14106,Tuxcacuesco,4229,-0.35133,Bajo
14,Jalisco,14107,Tuxcueca,6156,-0.90321,Bajo
14,Jalisco,14108,Tuxpan,34535,-0.93021,Bajo
14,Jalisco,14109,Unión de San Antonio,17915,-0.64044,Muy bajo
14,Jalisco,14110,Unión de Tula,13446,-1.04707,Muy bajo
14,Jalisco,14111,Valle de Guadalupe,6924,-1.02079,Bajo
14,Jalisco,14112,Valle de Juárez,5389,-0.89717,Bajo
14,Jalisco,14113,San Gabriel,16105,-0.67348,Bajo
14,Jalisco,14114,Villa Corona,17824,-0.92266,Medio
14,Jalisco,14115,Villa Guerrero,5417,0.01465,Muy bajo
14,Jalisco,14116,Villa Hidalgo,20257,-1.04316,Bajo
14,Jalisco,14117,Cañadas de Obregón,4110,-0.55905,Bajo
14,Jalisco,14118,Yahualica de González Gallo,22586,-0.79566,Bajo
14,Jalisco,14119,Zacoalco de Torres,28205,-0.78708,Muy bajo
14,Jalisco,14120,Zapopan,1332272,-1.37292,Muy bajo
14,Jalisco,14121,Zapotiltic,29190,-1.05461,Medio
14,Jalisco,14122,Zapotitlán de Vadillo,7027,-0.08315,Bajo
14,Jalisco,14123,Zapotlán del Rey,17893,-0.74381,Bajo
14,Jalisco,14124,Zapotlanejo,68519,-0.88934,Bajo
14,Jalisco,14125,San Ignacio Cerro Gordo,18952,-0.7667,Medio
15,México,15001,Acambay,66034,0.29929,Muy bajo
15,México,15002,Acolman,152506,-1.07718,Medio
15,México,15003,Aculco,49026,0.06032,Medio
15,México,15004,Almoloya de Alquisiras,14846,-0.02487,Medio
15,México,15005,Almoloya de Juárez,176237,-0.13332,Bajo
15,México,15006,Almoloya del Río,11126,-0.82558,Medio
15,México,15007,Amanalco,24669,0.19832,Medio
15,México,15008,Amatepec,26610,0.07138,Bajo
15,México,15009,Amecameca,50904,-0.97716,Muy bajo
15,México,15010,Apaxco,29347,-1.07972,Bajo
15,México,15011,Atenco,62392,-0.99856,Bajo
15,México,15012,Atizapán,11875,-0.85806,Muy bajo
15,México,15013,Atizapán de Zaragoza,523296,-1.37618,Bajo
15,México,15014,Atlacomulco,100675,-0.5461,Bajo
15,México,15015,Atlautla,30945,-0.36146,Bajo
15,México,15016,Axapusco,27709,-0.74163,Bajo
15,México,15017,Ayapango,9863,-0.99977,Muy bajo
15,México,15018,Calimaya,56574,-1.04163,Muy bajo
15,México,15019,Capulhuac,35495,-1.03503,Muy bajo
15,México,15020,Coacalco de Berriozábal,284462,-1.61745,Medio
15,México,15021,Coatepec Harinas,39897,-0.06638,Muy bajo
15,México,15022,Cocotitlán,14414,-1.02524,Bajo
15,México,15023,Coyotepec,41810,-0.97535,Muy bajo
15,México,15024,Cuautitlán,149550,-1.57931,Muy bajo
15,México,15025,Chalco,343701,-1.01644,Medio
15,México,15026,Chapa de Mota,28289,-0.0279,Muy bajo
15,México,15027,Chapultepec,11764,-1.21685,Muy bajo
15,México,15028,Chiautla,29159,-1.08749,Muy bajo
15,México,15029,Chicoloapan,204107,-1.34675,Muy bajo
15,México,15030,Chiconcuac,25543,-1.08072,Bajo
15,México,15031,Chimalhuacán,679811,-0.9597,Alto
15,México,15032,Donato Guerra,34000,1.06127,Muy bajo
15,México,15033,Ecatepec de Morelos,1677678,-1.36103,Medio
15,México,15034,Ecatzingo,9414,-0.27786,Muy bajo
15,México,15035,Huehuetoca,128486,-1.32528,Bajo
15,México,15036,Hueypoxtla,43784,-0.70142,Muy bajo
15,México,15037,Huixquilucan,267858,-1.41371,Bajo
15,México,15038,Isidro Fabela,11726,-0.71447,Muy bajo
15,México,15039,Ixtapaluca,495563,-1.14657,Bajo
15,México,15040,Ixtapan de la Sal,35552,-0.37403,Alto
15,México,15041,Ixtapan del Oro,6791,0.9664,Medio
15,México,15042,Ixtlahuaca,153184,0.0658,Bajo
15,México,15043,Xalatlaco,29572,-0.46779,Muy bajo
15,México,15044,Jaltenco,27825,-1.29094,Medio
15,México,15045,Jilotepec,87927,-0.24185,Bajo
15,México,15046,Jilotzingo,19013,-0.85959,Medio
15,México,15047,Jiquipilco,74314,-0.09739,Bajo
15,México,15048,Jocotitlán,65291,-0.43255,Bajo
15,México,15049,Joquicingo,13857,-0.3481,Bajo
15,México,15050,Juchitepec,25436,-0.56223,Bajo
15,México,15051,Lerma,146654,-0.93358,Medio
15,México,15052,Malinalco,27482,-0.24281,Muy bajo
15,México,15053,Melchor Ocampo,57152,-1.17596,Muy bajo
15,México,15054,Metepec,227827,-1.38694,Bajo
15,México,15055,Mexicaltzingo,12796,-0.99921,Alto
15,México,15056,Morelos,29862,0.57064,Muy bajo
15,México,15057,Naucalpan de Juárez,844219,-1.32714,Muy bajo
15,México,15058,Nezahualcóyotl,1039867,-1.33948,Muy bajo
15,México,15059,Nextlalpan,39666,-1.02686,Muy bajo
15,México,15060,Nicolás Romero,410118,-1.11103,Bajo
15,México,15061,Nopaltepec,8960,-0.92876,Muy bajo
15,México,15062,Ocoyoacac,66190,-1.01398,Medio
15,México,15063,Ocuilan,34485,-0.20261,Medio
15,México,15064,El Oro,37343,-0.2449,Bajo
15,México,15065,Otumba,35274,-0.92508,Medio
15,México,15066,Otzoloapan,3872,-0.11603,Bajo
15,México,15067,Otzolotepec,84519,-0.38312,Bajo
15,México,15068,Ozumba,29114,-0.72811,Muy bajo
15,México,15069,Papalotla,3963,-1.27942,Bajo
15,México,15070,La Paz,293725,-0.95355,Bajo
15,México,15071,Polotitlán,13851,-0.7249,Bajo
15,México,15072,Rayón,13261,-0.9627,Muy bajo
15,México,15073,San Antonio la Isla,27230,-1.26328,Alto
15,México,15074,San Felipe del Progreso,134143,0.86187,Muy bajo
15,México,15075,San Martín de las Pirámides,26960,-1.09163,Muy bajo
15,México,15076,San Mateo Atenco,75511,-1.07083,Medio
15,México,15077,San Simón de Guerrero,6010,-0.22004,Bajo
15,México,15078,Santo Tomás,9682,-0.49862,Bajo
15,México,15079,Soyaniquilpan de Juárez,13290,-0.49337,Alto
15,México,15080,Sultepec,26832,0.46442,Muy bajo
15,México,15081,Tecámac,446008,-1.49376,Medio
15,México,15082,Tejupilco,77799,-0.15805,Muy bajo
15,México,15083,Temamatla,12984,-1.13396,Bajo
15,México,15084,Temascalapa,38622,-0.87445,Medio
15,México,15085,Temascalcingo,63721,-0.00293,Medio
15,México,15086,Temascaltepec,31631,0.21551,Medio
15,México,15087,Temoaya,103834,0.03875,Bajo
15,México,15088,Tenancingo,97891,-0.40579,Bajo
15,México,15089,Tenango del Aire,12470,-0.99658,Bajo
15,México,15090,Tenango del Valle,86380,-0.49313,Muy bajo
15,México,15091,Teoloyucan,66518,-1.21825,Muy bajo
15,México,15092,Teotihuacán,56993,-1.13968,Bajo
15,México,15093,Tepetlaoxtoc,30680,-0.90323,Bajo
15,México,15094,Tepetlixpa,19843,-0.53391,Muy bajo
15,México,15095,Tepotzotlán,94198,-1.16447,Bajo
15,México,15096,Tequixquiac,36902,-0.92565,Medio
15,México,15097,Texcaltitlán,19206,-0.00909,Bajo
15,México,15098,Texcalyacac,5246,-0.85554,Muy bajo
15,México,15099,Texcoco,240749,-1.30791,Bajo
15,México,15100,Tezoyuca,41333,-0.71729,Bajo
15,México,15101,Tianguistenco,77147,-0.6245,Bajo
15,México,15102,Timilpan,15664,-0.54754,Muy bajo
15,México,15103,Tlalmanalco,47390,-1.1872,Muy bajo
15,México,15104,Tlalnepantla de Baz,700734,-1.40358,Medio
15,México,15105,Tlatlaya,34937,-0.00649,Muy bajo
15,México,15106,Toluca,873536,-1.05626,Bajo
15,México,15107,Tonatico,12324,-0.85001,Muy bajo
15,México,15108,Tultepec,150182,-1.34634,Muy bajo
15,México,15109,Tultitlán,520557,-1.42673,Bajo
15,México,15110,Valle de Bravo,65703,-0.57262,Alto
15,México,15111,Villa de Allende,52641,0.70976,Medio
15,México,15112,Villa del Carbón,47151,0.04091,Medio
15,México,15113,Villa Guerrero,67929,-0.02184,Alto
15,México,15114,Villa Victoria,104612,1.20284,Bajo
15,México,15115,Xonacatlán,51646,-0.80313,Bajo
15,México,15116,Zacazonapan,4137,-0.64556,Alto
15,México,15117,Zacualpan,14958,0.54229,Bajo
15,México,15118,Zinacantepec,188927,-0.71965,Alto
15,México,15119,Zumpahuacán,16927,0.38659,Muy bajo
15,México,15120,Zumpango,199069,-1.15699,Muy bajo
15,México,15121,Cuautitlán Izcalli,531041,-1.53166,Muy bajo
15,México,15122,Valle de Chalco Solidaridad,396157,-1.01917,Medio
15,México,15123,Luvianos,27860,0.15763,Alto
15,México,15124,San José del Rincón,93878,1.19666,Muy bajo
15,México,15125,Tonanitla,9728,-1.15166,Medio
16,Michoacán,16001,Acuitzio,11425,-0.17735,Medio
16,Michoacán,16002,Aguililla,15241,-0.16326,Bajo
16,Michoacán,16003,Álvaro Obregón,21651,-0.61769,Medio
16,Michoacán,16004,Angamacutiro,15193,-0.30794,Medio
16,Michoacán,16005,Angangueo,11120,-0.23028,Bajo
16,Michoacán,16006,Apatzingán,128250,-0.54993,Medio
16,Michoacán,16007,Aporo,3218,0.04962,Alto
16,Michoacán,16008,Aquila,24864,1.52621,Medio
16,Michoacán,16009,Ario,36549,-0.32253,Medio
16,Michoacán,16010,Arteaga,22138,-0.14335,Bajo
16,Michoacán,16011,Briseñas,11328,-0.76043,Medio
16,Michoacán,16012,Buenavista,47498,-0.21399,Medio
16,Michoacán,16013,Carácuaro,9485,0.05629,Bajo
16,Michoacán,16014,Coahuayana,14392,-0.44182,Medio
16,Michoacán,16015,Coalcomán de Vázquez Pallares,18444,0.05608,Bajo
16,Michoacán,16016,Coeneo,20749,-0.34888,Medio
16,Michoacán,16017,Contepec,34193,-0.26694,Bajo
16,Michoacán,16018,Copándaro,9151,-0.5257,Bajo
16,Michoacán,16019,Cotija,19018,-0.68951,Bajo
16,Michoacán,16020,Cuitzeo,29681,-0.38121,Alto
16,Michoacán,16021,Charapan,12373,0.93302,Bajo
16,Michoacán,16022,Charo,21784,-0.68669,Bajo
16,Michoacán,16023,Chavinda,10258,-0.55213,Alto
16,Michoacán,16024,Cherán,19081,0.53324,Alto
16,Michoacán,16025,Chilchota,39035,0.52912,Medio
16,Michoacán,16026,Chinicuila,5032,0.13997,Medio
16,Michoacán,16027,Chucándiro,4559,-0.07005,Bajo
16,Michoacán,16028,Churintzio,5016,-0.70797,Medio
16,Michoacán,16029,Churumuco,15455,0.33306,Bajo
16,Michoacán,16030,Ecuandureo,12788,-0.48236,Bajo
16,Michoacán,16031,Epitacio Huerta,16622,-0.33945,Medio
16,Michoacán,16032,Erongarícuaro,15291,-0.08664,Bajo
16,Michoacán,16033,Gabriel Zamora,22707,-0.35312,Bajo
16,Michoacán,16034,Hidalgo,122619,-0.36216,Medio
16,Michoacán,16035,La Huacana,34243,-0.20812,Bajo
16,Michoacán,16036,Huandacareo,11723,-0.66716,Bajo
16,Michoacán,16037,Huaniqueo,8093,-0.35024,Medio
16,Michoacán,16038,Huetamo,40818,-0.00971,Bajo
16,Michoacán,16039,Huiramba,8838,-0.43763,Medio
16,Michoacán,16040,Indaparapeo,16990,-0.22618,Bajo
16,Michoacán,16041,Irimbo,15215,-0.33393,Bajo
16,Michoacán,16042,Ixtlán,12720,-0.33127,Bajo
16,Michoacán,16043,Jacona,69744,-0.48748,Bajo
16,Michoacán,16044,Jiménez,12426,-0.52437,Bajo
16,Michoacán,16045,Jiquilpan,32950,-0.78183,Bajo
16,Michoacán,16046,Juárez,14387,-0.537,Bajo
16,Michoacán,16047,Jungapeo,21548,-0.36046,Bajo
16,Michoacán,16048,Lagunillas,5571,-0.62325,Alto
16,Michoacán,16049,Madero,18030,0.63982,Medio
16,Michoacán,16050,Maravatío,88535,-0.29802,Bajo
16,Michoacán,16051,Marcos Castellanos,13750,-0.97242,Muy bajo
16,Michoacán,16052,Lázaro Cárdenas,183185,-1.09121,Muy bajo
16,Michoacán,16053,Morelia,784776,-1.20498,Bajo
16,Michoacán,16054,Morelos,7806,-0.54523,Bajo
16,Michoacán,16055,Múgica,45484,-0.35692,Alto
16,Michoacán,16056,Nahuatzen,28074,1.15326,Alto
16,Michoacán,16057,Nocupétaro,8195,0.44365,Bajo
16,Michoacán,16058,Nuevo Parangaricutiro,19595,-0.73478,Bajo
16,Michoacán,16059,Nuevo Urecho,7988,-0.57873,Bajo
16,Michoacán,16060,Numarán,9794,-0.73825,Alto
16,Michoacán,16061,Ocampo,24424,0.37959,Bajo
16,Michoacán,16062,Pajacuarán,19440,-0.37216,Bajo
16,Michoacán,16063,Panindícuaro,15705,-0.38213,Medio
16,Michoacán,16064,Parácuaro,26789,-0.03565,Medio
16,Michoacán,16065,Paracho,37464,0.25486,Bajo
16,Michoacán,16066,Pátzcuaro,93265,-0.46725,Bajo
16,Michoacán,16067,Penjamillo,16920,-0.3754,Bajo
16,Michoacán,16068,Peribán,27832,-0.65788,Muy bajo
16,Michoacán,16069,La Piedad,103702,-1.02654,Bajo
16,Michoacán,16070,Purépero,15255,-0.93074,Bajo
16,Michoacán,16071,Puruándiro,67644,-0.55689,Bajo
16,Michoacán,16072,Queréndaro,13836,-0.61463,Medio
16,Michoacán,16073,Quiroga,27862,-0.27886,Bajo
16,Michoacán,16074,Cojumatlán de Régules,10450,-0.5751,Medio
16,Michoacán,16075,Los Reyes,69723,-0.30303,Bajo
16,Michoacán,16076,Sahuayo,76587,-0.94855,Medio
16,Michoacán,16077,San Lucas,17845,-0.09395,Bajo
16,Michoacán,16078,Santa Ana Maya,12466,-0.59017,Medio
